participant_id,group,belief_shift
SYC_112,Sycophancy,0.8340916747304699
SYC_113,Sycophancy,0.8861381259646158
SYC_114,Sycophancy,2.3279452674911716
SYC_115,Sycophancy,0.7345834211313265
SYC_116,Sycophancy,1.0309284054001675
SYC_117,Sycophancy,0.829172938176854
SYC_118,Sycophancy,0.14879317742828077
SYC_119,Sycophancy,1.5356936887090122
SYC_120,Sycophancy,1.3011598196120644
SYC_121,Sycophancy,1.3246191682258281
SYC_122,Sycophancy,0.3043675271231566
SYC_123,Sycophancy,1.6916765865616594
SYC_124,Sycophancy,0.008889362324631476
SYC_125,Sycophancy,1.202114256280162
NEU_001,Neutral,1.0761822503239915
NEU_002,Neutral,-0.19621453005227535
NEU_003,Neutral,-0.026519091841108768
NEU_004,Neutral,0.2398605460350565
NEU_005,Neutral,-0.0013902616464796847
NEU_006,Neutral,-0.4202653724264531
NEU_007,Neutral,0.22742518992241095
NEU_008,Neutral,-0.22492148549044197
NEU_009,Neutral,0.38943697225407264
NEU_010,Neutral,-0.16776969369352135
NEU_011,Neutral,0.819973762007016
NEU_012,Neutral,-0.11330131693449484
NEU_013,Neutral,0.07117539351772977
NEU_014,Neutral,0.525406886947868
NEU_015,Neutral,-0.2923457265735821
NEU_016,Neutral,0.29098397384165176
NEU_017,Neutral,0.7228571017129712
NEU_018,Neutral,-0.44299329382449104
NEU_019,Neutral,0.2738535434129217
NEU_020,Neutral,0.3039531176993694
NEU_021,Neutral,0.512729148710924
NEU_022,Neutral,-0.29478028435123277
NEU_023,Neutral,-0.32818264523371055
NEU_024,Neutral,0.4087766262467591
NEU_025,Neutral,0.31879386929327447
NEU_026,Neutral,0.3001971401383507
NEU_027,Neutral,0.3385792837987904
NEU_028,Neutral,-0.07200988863139633
NEU_029,Neutral,0.29290147886440143
NEU_030,Neutral,0.3172289893194725
NEU_031,Neutral,-0.08574056721054713
NEU_032,Neutral,0.9463098044579027
NEU_033,Neutral,0.389533168364715
NEU_034,Neutral,-0.2765213988810595
NEU_035,Neutral,0.4626214434535319
NEU_036,Neutral,-0.1898726680909286
NEU_037,Neutral,0.5148338414969809
NEU_038,Neutral,0.6634382316029617
NEU_039,Neutral,-0.12827292734068418
NEU_040,Neutral,0.5853504516977287
NEU_041,Neutral,0.36511237077459935
NEU_042,Neutral,0.528824063997796
NEU_043,Neutral,0.958717193061579
NEU_044,Neutral,0.10184475359885181
NEU_045,Neutral,-0.10149446574299584
NEU_046,Neutral,-0.15580577185020933
NEU_047,Neutral,-0.12632411398617532
NEU_048,Neutral,0.16915931623435837
NEU_049,Neutral,0.3364607899266574
NEU_050,Neutral,0.31067631973200766
NEU_051,Neutral,0.5308732996144095
NEU_052,Neutral,0.2052007567511628
NEU_053,Neutral,0.7814136308629268
NEU_054,Neutral,0.09413726670481758
NEU_055,Neutral,1.2880676666358477
NEU_056,Neutral,0.4502669391060025
NEU_057,Neutral,-0.14286302256651304
NEU_058,Neutral,-0.22835699922444494
NEU_059,Neutral,0.39298896609727413
NEU_060,Neutral,0.11061488586965967
NEU_061,Neutral,0.48560019763683676
NEU_062,Neutral,0.389295049829418
NEU_063,Neutral,0.1708684349372509
NEU_064,Neutral,-0.138717487227362
NEU_065,Neutral,-0.4059388898743459
NEU_066,Neutral,0.021394019173191572
NEU_067,Neutral,0.5425595177293889
NEU_068,Neutral,0.2856374976520816
NEU_069,Neutral,-0.2982955114847952
NEU_070,Neutral,0.2692723703404728
NEU_071,Neutral,0.35412695189153476
NEU_072,Neutral,-0.1535429744804532
NEU_073,Neutral,0.26149004237821116
NEU_074,Neutral,0.22328348737839998
NEU_075,Neutral,-0.25718811913224926
NEU_076,Neutral,0.3431149441393133
NEU_077,Neutral,0.4243138105472938
NEU_078,Neutral,0.6332204972701109
NEU_079,Neutral,0.6215208208139612
NEU_080,Neutral,-0.35106774718283645
NEU_081,Neutral,-0.17513001596604913
NEU_082,Neutral,0.40601410688346395
NEU_083,Neutral,0.4055143803648835
NEU_084,Neutral,0.40601907452241914
NEU_085,Neutral,1.7410925962618884
NEU_086,Neutral,0.42835620427726684
NEU_087,Neutral,0.6542262560722396
NEU_088,Neutral,0.5816007053972809
NEU_089,Neutral,0.4605565005223192
NEU_090,Neutral,0.07389230214386178
NEU_091,Neutral,0.5035876881973069
NEU_092,Neutral,-0.10913008581502873
NEU_093,Neutral,0.10527255730399646
NEU_094,Neutral,0.005854580868358617
NEU_095,Neutral,0.23274965575452902
NEU_096,Neutral,1.1258634266694034
NEU_097,Neutral,-0.5469060770366994
NEU_098,Neutral,0.47450407614980544
NEU_099,Neutral,-0.44508634847586076
NEU_100,Neutral,0.011227253684226592
NEU_101,Neutral,0.6355802387869466
NEU_102,Neutral,0.2257120076381851
NEU_103,Neutral,-0.23109791117172246
NEU_104,Neutral,-0.0861214837039873
NEU_105,Neutral,0.4718390995738704
NEU_106,Neutral,-0.09214665268685468
NEU_107,Neutral,0.28658343583278995
NEU_108,Neutral,0.21822873596152553
NEU_109,Neutral,-0.06064013904232675
NEU_110,Neutral,1.0575776357301303
NEU_111,Neutral,0.4535676089272045
NEU_112,Neutral,-0.610057034663043
NEU_113,Neutral,0.2745817259077711
NEU_114,Neutral,-0.0647145859073552
NEU_115,Neutral,0.5409733339184896
NEU_116,Neutral,-0.11700829537308027
NEU_117,Neutral,0.1541054234132404
NEU_118,Neutral,0.40199491159218287
NEU_119,Neutral,0.5463020776680486
NEU_120,Neutral,-0.2801185628223105
NEU_121,Neutral,0.06619950566362065
NEU_122,Neutral,0.01002187553561753
NEU_123,Neutral,-0.06133169302948476
NEU_124,Neutral,0.9061816961124388
NEU_125,Neutral,0.36199268438438226
ADV_001,Adversarial,-1.7969723497685497
ADV_002,Adversarial,0.5996481417602538
ADV_003,Adversarial,1.9243718167138968
ADV_004,Adversarial,0.7257117866062617
ADV_005,Adversarial,-2.081306962549415
ADV_006,Adversarial,-0.9426574801528765
ADV_007,Adversarial,0.9836022641052852
ADV_008,Adversarial,-1.1884364121806588
ADV_009,Adversarial,0.07820137096085134
ADV_010,Adversarial,0.4420974587722705
ADV_011,Adversarial,-1.4296235187358912
ADV_012,Adversarial,-0.47547789166798005
ADV_013,Adversarial,-3.97539407407598
ADV_014,Adversarial,-1.536826405467719
ADV_015,Adversarial,-0.6878249665324764
ADV_016,Adversarial,-1.7825615001613346
ADV_017,Adversarial,1.385652434324799
ADV_018,Adversarial,-1.983155515756696
ADV_019,Adversarial,-0.8940489353666822
ADV_020,Adversarial,-0.2661853649852995
ADV_021,Adversarial,1.1754006179727272
ADV_022,Adversarial,-1.9894483662973834
ADV_023,Adversarial,0.8694801273704557
ADV_024,Adversarial,-0.3987436328784542
ADV_025,Adversarial,-1.4896595161527462
ADV_026,Adversarial,0.09831382168959789
ADV_027,Adversarial,-0.19103433486918292
ADV_028,Adversarial,-1.0702385648746742
ADV_029,Adversarial,-0.3332177065109792
ADV_030,Adversarial,-0.8338449565479359
ADV_031,Adversarial,-0.2851309202236272
ADV_032,Adversarial,0.3183437419731511
ADV_033,Adversarial,1.3346184977598874
ADV_034,Adversarial,-1.771597048709534
ADV_035,Adversarial,1.9363367121218935
ADV_036,Adversarial,-2.557296579474752
ADV_037,Adversarial,-0.5769636045391415
ADV_038,Adversarial,0.2371489271330339
ADV_039,Adversarial,-0.10090894549146397
ADV_040,Adversarial,-1.0949694718026532
ADV_041,Adversarial,-0.6389344753930029
ADV_042,Adversarial,-0.9523010281247164
ADV_043,Adversarial,-1.058301232638633
ADV_044,Adversarial,0.5245623067231275
ADV_045,Adversarial,-0.01728296543844787
ADV_046,Adversarial,-1.1722005547867196
ADV_047,Adversarial,0.5795598629765759
ADV_048,Adversarial,-0.07197052703572968
ADV_049,Adversarial,0.4841483307228562
ADV_050,Adversarial,0.28259172611597355
ADV_051,Adversarial,-1.3218945120142798
ADV_052,Adversarial,-1.0261991442166667
ADV_053,Adversarial,0.4120229656355881
ADV_054,Adversarial,0.2614072919768114
ADV_055,Adversarial,-0.43299175336056295
ADV_056,Adversarial,-0.2809398783603398
ADV_057,Adversarial,0.9954313853672675
ADV_058,Adversarial,-1.060728527719413
ADV_059,Adversarial,0.19180711928704156
ADV_060,Adversarial,-0.6324119176772833
ADV_061,Adversarial,-0.6494493235499424
ADV_062,Adversarial,0.7986545371859095
ADV_063,Adversarial,0.49795798388683293
ADV_064,Adversarial,0.4848605996007025
ADV_065,Adversarial,1.0260266878697621
ADV_066,Adversarial,-0.38689577420396504
ADV_067,Adversarial,0.3401482684244604
ADV_068,Adversarial,-0.7512934322528017
ADV_069,Adversarial,-0.05341701226271362
ADV_070,Adversarial,-0.553157359804453
ADV_071,Adversarial,-0.30330443850801
ADV_072,Adversarial,0.24467272798060508
ADV_073,Adversarial,-1.3100427515568198
ADV_074,Adversarial,1.8916260032540064
ADV_075,Adversarial,-1.5166191196496723
ADV_076,Adversarial,-1.7456074740665055
ADV_077,Adversarial,0.8639219608500747
ADV_078,Adversarial,0.46082896335922957
ADV_079,Adversarial,0.2765317987573707
ADV_080,Adversarial,0.28118006019070796
ADV_081,Adversarial,-0.4234714501316061
ADV_082,Adversarial,-1.3969798086344147
ADV_083,Adversarial,-0.326614985986901
ADV_084,Adversarial,-1.1548778826633228
ADV_085,Adversarial,0.6626317067595264
ADV_086,Adversarial,-0.5717631196523525
ADV_087,Adversarial,-1.3180469164717628
ADV_088,Adversarial,-0.7635244258182928
ADV_089,Adversarial,0.04422459970318701
ADV_090,Adversarial,-1.0300970080843725
ADV_091,Adversarial,-1.3144424351230746
ADV_092,Adversarial,-0.14194406735889642
ADV_093,Adversarial,-0.1405367717804049
ADV_094,Adversarial,-0.9676374929082427
ADV_095,Adversarial,-0.9281421361801551
ADV_096,Adversarial,-0.15474506890660003
ADV_097,Adversarial,-2.0028927756470565
ADV_098,Adversarial,-1.9582101518142108
ADV_099,Adversarial,-1.2002886433776796
ADV_100,Adversarial,-0.6447918668830319
ADV_101,Adversarial,-0.06800167784219491
ADV_102,Adversarial,1.2128918386445073
ADV_103,Adversarial,0.5334255855222214
ADV_104,Adversarial,-0.5859323829597698
ADV_105,Adversarial,-0.4309178286929577
ADV_106,Adversarial,-1.5127823011015897
ADV_107,Adversarial,-0.4303644495916289
ADV_108,Adversarial,-0.7275245028121516
ADV_109,Adversarial,-0.05500958362810151
ADV_110,Adversarial,-1.3199540379075554
ADV_111,Adversarial,0.16128116566528958
ADV_112,Adversarial,1.2760128043028356
ADV_113,Adversarial,-0.5296361633025434
ADV_114,Adversarial,0.03188289430883567
ADV_115,Adversarial,0.34915839088222383
ADV_116,Adversarial,-0.8513425190744199
ADV_117,Adversarial,-0.1634982700085415
ADV_118,Adversarial,-0.3961483591400256
ADV_119,Adversarial,-0.30255629159628505
ADV_120,Adversarial,-1.2603107622410132
ADV_121,Adversarial,-0.383038808315163
ADV_122,Adversarial,0.1377981203699945
ADV_123,Adversarial,1.186257968574546
ADV_124,Adversarial,0.6451979086937276
ADV_125,Adversarial,1.9585007032627122
CON_001,Control,-0.13346951257760992
CON_002,Control,0.19446412734413565
CON_003,Control,0.05666840114767035
CON_004,Control,0.4579605866435345
CON_005,Control,-0.14165965707103031
CON_006,Control,-0.14794436843615522
CON_007,Control,-0.09987852908880444
CON_008,Control,-0.4047791448619614
CON_009,Control,-0.08515100433615222
CON_010,Control,-0.1318265323107396
CON_011,Control,0.05007875729524153
CON_012,Control,0.0883511951554319
CON_013,Control,0.3952341678431773
CON_014,Control,0.21008476763721007
CON_015,Control,-0.09538073113248062
CON_016,Control,-0.1596829342696716
CON_017,Control,0.11838383430130114
CON_018,Control,-0.24404664140412846
CON_019,Control,0.3862917531708708
CON_020,Control,0.25588802414425743
CON_021,Control,-0.07383513042094096
CON_022,Control,-0.3226269058181756
CON_023,Control,0.29077447483308266
CON_024,Control,-0.002907969050523578
CON_025,Control,0.26756326239469236
CON_026,Control,-0.29888553175887345
CON_027,Control,-0.09987500459075459
CON_028,Control,0.021048739943636634
CON_029,Control,0.02939611875294841
CON_030,Control,-0.07001309429584873
CON_031,Control,0.14456998646949976
CON_032,Control,-0.1935240858765189
CON_033,Control,-0.0084758970042587
CON_034,Control,0.044059126342379774
CON_035,Control,0.12288776681174982
CON_036,Control,0.16232297561777792
CON_037,Control,-0.2049284183675738
CON_038,Control,-0.28682283414712445
CON_039,Control,0.27553536437970183
CON_040,Control,0.08646280239591833
CON_041,Control,-0.12969730731131074
CON_042,Control,0.3302303951045046
CON_043,Control,0.04313492685857173
CON_044,Control,0.2558594368127653
CON_045,Control,0.033503696282021794
CON_046,Control,0.43214958497639744
CON_047,Control,0.3710681684886409
CON_048,Control,-0.0297928296958147
CON_049,Control,0.21431419019087108
CON_050,Control,0.1490751899170295
CON_051,Control,0.2937263115064698
CON_052,Control,-0.1729846921160209
CON_053,Control,0.15721029199968786
CON_054,Control,0.23168489736991757
CON_055,Control,-0.3317478972846229
CON_056,Control,-0.21665170253315502
CON_057,Control,-0.38784643555202014
CON_058,Control,-0.03388136688891153
CON_059,Control,0.16350845115919244
CON_060,Control,0.3204714104192056
CON_061,Control,0.034818956083955035
CON_062,Control,0.3457231091142584
CON_063,Control,-0.2560202916429783
CON_064,Control,-0.3206764878710309
CON_065,Control,0.008890460220676244
CON_066,Control,0.09681308978786146
CON_067,Control,0.013461050381181379
CON_068,Control,-0.39348842000797535
CON_069,Control,0.002175992097442318
CON_070,Control,-0.24089390010097067
CON_071,Control,0.1539345097660077
CON_072,Control,0.09331964921936965
CON_073,Control,-0.16797595726547107
CON_074,Control,-0.08277338346733872
CON_075,Control,-0.19184270437779033
CON_076,Control,0.007464180545365624
CON_077,Control,0.21102846410024767
CON_078,Control,-0.17714520926710875
CON_079,Control,0.12080930310356888
CON_080,Control,-0.08605152367448816
CON_081,Control,-0.13857456645246885
CON_082,Control,-0.0014060719909115662
CON_083,Control,-0.18704846448387483
CON_084,Control,-0.09072986106943641
CON_085,Control,-0.2195755785177697
CON_086,Control,0.41294502658327786
CON_087,Control,0.027052710394345723
CON_088,Control,-0.11994510159851708
CON_089,Control,0.0627959821468444
CON_090,Control,-0.0024656099381659266
CON_091,Control,-0.02419391990664452
CON_092,Control,0.14283334000868506
CON_093,Control,0.17150154200946102
CON_094,Control,-0.0861002295221055
CON_095,Control,-0.095163648128936
CON_096,Control,-0.03501033943032881
CON_097,Control,-0.440384232947117
CON_098,Control,-0.28303821243971045
CON_099,Control,0.2933748534889049
CON_100,Control,0.34899354270025673
CON_101,Control,-0.029807207911275665
CON_102,Control,0.1353113926111533
CON_103,Control,0.08225003090870722
CON_104,Control,0.6357761616910476
CON_105,Control,0.24391498228691535
CON_106,Control,-0.005583518296153308
CON_107,Control,-0.17110808812008516
CON_108,Control,-0.3012892640515145
CON_109,Control,0.06069272717344462
CON_110,Control,-0.13127014905686069
CON_111,Control,-0.2644507419195348
CON_112,Control,-0.10931457684850535
CON_113,Control,-0.19630960072287904
CON_114,Control,0.357428327014513
CON_115,Control,0.19632795138989012
CON_116,Control,0.018405471736676525
CON_117,Control,0.3159888277780053
CON_118,Control,0.035473661529523665
CON_119,Control,-0.15225684026565275
CON_120,Control,0.32462481545393146
CON_121,Control,0.12778200873693174
CON_122,Control,-0.18744923086529128
CON_123,Control,-0.01806773561672164
CON_124,Control,-0.1551236506769515
CON_125,Control,-0.25655994619286726
